"Monthly age-standardised mortality rates by vaccination status by sex for all cause deaths, deaths involving COVID-19 and deaths not involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"										
This worksheet contains 1 table.										
"Source: Source: Office for National Statistics, National Immunisation Management Service."										
Sex	Cause of Death	Year	Month	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Male	Non-COVID-19 deaths	2021	August	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	August	Ever vaccinated	15339	1230895	1028.6		1012.1	1045.2
Male	Non-COVID-19 deaths	2021	September	Unvaccinated	829	327133	1394.5		1284.6	1504.3
Male	Non-COVID-19 deaths	2021	September	"First dose, less than 21 days ago"	10	14771	986.2	u	123.2	2377.6
Male	Non-COVID-19 deaths	2021	September	"First dose, at least 21 days ago"	522	76042	5128.6		4635.4	5621.8
Male	Non-COVID-19 deaths	2021	September	"Second dose, less than 21 days ago"	23	52156	939.4		419.4	1650.1
Male	Non-COVID-19 deaths	2021	September	"Second dose, between 21 days and 6 months ago"	12670	1027112	1108.8		1041.6	1175.9
Male	Non-COVID-19 deaths	2021	September	"Second dose, at least 6 months ago"	2196	39562	1284.3		1178.4	1390.2
Male	Non-COVID-19 deaths	2021	September	"Third dose or booster, less than 21 days ago"	39	4025	289.5		166.9	445.4
Male	Non-COVID-19 deaths	2021	September	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	September	Ever vaccinated	15460	1213667	1069.7		1050.7	1088.7
Male	Non-COVID-19 deaths	2021	October	Unvaccinated	857	314763	1450.6		1338.8	1562.4
Male	Non-COVID-19 deaths	2021	October	"First dose, less than 21 days ago"	8	17587	x		x	x
Male	Non-COVID-19 deaths	2021	October	"First dose, at least 21 days ago"	517	70429	5435.5		4909.7	5961.3
Male	Non-COVID-19 deaths	2021	October	"Second dose, less than 21 days ago"	16	15926	1420.5	u	697.8	2473.2
Male	Non-COVID-19 deaths	2021	October	"Second dose, between 21 days and 6 months ago"	6616	931195	1372.6		1305.4	1439.8
Male	Non-COVID-19 deaths	2021	October	"Second dose, at least 6 months ago"	7852	125869	2046.3		1979.9	2112.7
Male	Non-COVID-19 deaths	2021	October	"Third dose or booster, less than 21 days ago"	1584	93883	482.6		435.4	529.8
Male	Non-COVID-19 deaths	2021	October	"Third dose or booster, at least 21 days ago"	525	20948	663.3		543.2	783.4
Male	Non-COVID-19 deaths	2021	October	Ever vaccinated	17118	1275836	1141		1123.6	1158.4
Male	Non-COVID-19 deaths	2021	November	Unvaccinated	786	276891	1392.2		1279.8	1504.7
Male	Non-COVID-19 deaths	2021	November	"First dose, less than 21 days ago"	12	18329	3634.4	u	1708.5	6610.3
Male	Non-COVID-19 deaths	2021	November	"First dose, at least 21 days ago"	355	80533	4286.2		3788.8	4783.6
Male	Non-COVID-19 deaths	2021	November	"Second dose, less than 21 days ago"	26	9032	3611.5		2296.3	5375.9
Male	Non-COVID-19 deaths	2021	November	"Second dose, between 21 days and 6 months ago"	1717	619316	2054.1		1902.5	2205.6
Male	Non-COVID-19 deaths	2021	November	"Second dose, at least 6 months ago"	7694	185320	3152.8		3078.6	3227.0
Male	Non-COVID-19 deaths	2021	November	"Third dose or booster, less than 21 days ago"	1996	175760	660.9		620.9	700.9
Male	Non-COVID-19 deaths	2021	November	"Third dose or booster, at least 21 days ago"	4855	172504	826.4		781.8	871.0
Male	Non-COVID-19 deaths	2021	November	Ever vaccinated	16655	1260794	1146.4		1128.7	1164
Male	Non-COVID-19 deaths	2021	December	Unvaccinated	801	269211	1448.8		1334.3	1563.3
Male	Non-COVID-19 deaths	2021	December	"First dose, less than 21 days ago"	7	10604	x		x	x
Male	Non-COVID-19 deaths	2021	December	"First dose, at least 21 days ago"	346	88528	4554.3		4018.2	5090.4
Male	Non-COVID-19 deaths	2021	December	"Second dose, less than 21 days ago"	24	14927	2409.7		1399.7	3781.4
Male	Non-COVID-19 deaths	2021	December	"Second dose, between 21 days and 6 months ago"	582	319809	2754.8		2445.8	3063.8
Male	Non-COVID-19 deaths	2021	December	"Second dose, at least 6 months ago"	5089	151131	5288.7		5135.2	5442.2
Male	Non-COVID-19 deaths	2021	December	"Third dose or booster, less than 21 days ago"	1548	277204	1210.4		1142.0	1278.8
Male	Non-COVID-19 deaths	2021	December	"Third dose or booster, at least 21 days ago"	10799	455834	978.1		946.6	1009.6
Male	Non-COVID-19 deaths	2021	December	Ever vaccinated	18395	1318038	1226		1208.1	1244
Male	Non-COVID-19 deaths	2022	January	Unvaccinated	703	255681	1329.0		1218.2	1439.8
Male	Non-COVID-19 deaths	2022	January	"First dose, less than 21 days ago"	12	8671	4337.5	u	2093.0	7805.7
Male	Non-COVID-19 deaths	2022	January	"First dose, at least 21 days ago"	270	80013	3785.6		3281.3	4289.9
Male	Non-COVID-19 deaths	2022	January	"Second dose, less than 21 days ago"	15	16053	1936.0	u	959.4	3376.2
Male	Non-COVID-19 deaths	2022	January	"Second dose, between 21 days and 6 months ago"	220	150660	2642.1		2197.5	3086.7
Male	Non-COVID-19 deaths	2022	January	"Second dose, at least 6 months ago"	2467	99252	4654.3		4460.7	4848.0
Male	Non-COVID-19 deaths	2022	January	"Third dose or booster, less than 21 days ago"	501	119856	2103.3		1900.0	2306.6
Male	Non-COVID-19 deaths	2022	January	"Third dose or booster, at least 21 days ago"	13391	855324	962.8		946.0	979.6
Male	Non-COVID-19 deaths	2022	January	Ever vaccinated	16876	1329829	1120.2		1103.1	1137.4
Male	Non-COVID-19 deaths	2022	February	Unvaccinated	575	223643	1168.6		1060.4	1276.9
Male	Non-COVID-19 deaths	2022	February	"First dose, less than 21 days ago"	4	4454	x		x	x
Male	Non-COVID-19 deaths	2022	February	"First dose, at least 21 days ago"	169	64001	2603.7		2156.3	3051.1
Male	Non-COVID-19 deaths	2022	February	"Second dose, less than 21 days ago"	4	12764	x		x	x
Male	Non-COVID-19 deaths	2022	February	"Second dose, between 21 days and 6 months ago"	133	108535	2266.3		1783.4	2749.2
Male	Non-COVID-19 deaths	2022	February	"Second dose, at least 6 months ago"	1449	107500	3335.9		3152.3	3519.5
Male	Non-COVID-19 deaths	2022	February	"Third dose or booster, less than 21 days ago"	77	15391	2124.1		1659.3	2675.0
Male	Non-COVID-19 deaths	2022	February	"Third dose or booster, at least 21 days ago"	12711	894374	984.0		966.5	1001.5
Male	Non-COVID-19 deaths	2022	February	Ever vaccinated	14547	1207020	1069.4		1051.8	1087.1
Male	Non-COVID-19 deaths	2022	March	Unvaccinated	590	243735	1122.3		1020.5	1224.1
Male	Non-COVID-19 deaths	2022	March	"First dose, less than 21 days ago"	4	2381	x		x	x
Male	Non-COVID-19 deaths	2022	March	"First dose, at least 21 days ago"	179	65122	2720.3		2274.9	3165.7
Male	Non-COVID-19 deaths	2022	March	"Second dose, less than 21 days ago"	1	8077	x		x	x
Male	Non-COVID-19 deaths	2022	March	"Second dose, between 21 days and 6 months ago"	122	95959	2634.4		2091.0	3177.8
Male	Non-COVID-19 deaths	2022	March	"Second dose, at least 6 months ago"	1318	147672	2840.1		2674.3	3005.8
Male	Non-COVID-19 deaths	2022	March	"Third dose or booster, less than 21 days ago"	51	9123	2679.5		1974.6	3548.3
Male	Non-COVID-19 deaths	2022	March	"Third dose or booster, at least 21 days ago"	14280	1010418	1045.6		967.0	1124.2
Male	Non-COVID-19 deaths	2022	March	Ever vaccinated	15955	1338752	1056.5		1039.9	1073.2
Male	Non-COVID-19 deaths	2022	April	Unvaccinated	552	233339	1081.0		979.3	1182.6
Male	Non-COVID-19 deaths	2022	April	"First dose, less than 21 days ago"	4	1611	x		x	x
Male	Non-COVID-19 deaths	2022	April	"First dose, at least 21 days ago"	173	57244	2737.2		2278.4	3196.0
Male	Non-COVID-19 deaths	2022	April	"Second dose, less than 21 days ago"	4	5812	x		x	x
Male	Non-COVID-19 deaths	2022	April	"Second dose, between 21 days and 6 months ago"	82	82472	2376.4		1823.9	3027.7
Male	Non-COVID-19 deaths	2022	April	"Second dose, at least 6 months ago"	1054	153828	2460.9		2298.5	2623.3
Male	Non-COVID-19 deaths	2022	April	"Third dose or booster, less than 21 days ago"	34	6850	1569.1		1072.6	2210.7
Male	Non-COVID-19 deaths	2022	April	"Third dose or booster, at least 21 days ago"	13811	988798	1001.8		956.2	1047.5
Male	Non-COVID-19 deaths	2022	April	Ever vaccinated	15162	1296615	1032		1015.3	1048.7
Male	Non-COVID-19 deaths	2022	May	Unvaccinated	423	239255	832.3		744.2	920.4
Male	Non-COVID-19 deaths	2022	May	"First dose, less than 21 days ago"	0	1149	x		x	x
Male	Non-COVID-19 deaths	2022	May	"First dose, at least 21 days ago"	122	55061	1997.0		1599.0	2395.0
Male	Non-COVID-19 deaths	2022	May	"Second dose, less than 21 days ago"	4	4184	x		x	x
Male	Non-COVID-19 deaths	2022	May	"Second dose, between 21 days and 6 months ago"	56	80187	1960.1		1410.8	2630.6
Male	Non-COVID-19 deaths	2022	May	"Second dose, at least 6 months ago"	794	162733	1894.7		1749.7	2039.7
Male	Non-COVID-19 deaths	2022	May	"Third dose or booster, less than 21 days ago"	39	6406	2375.4		1628.2	3324.8
Male	Non-COVID-19 deaths	2022	May	"Third dose or booster, at least 21 days ago"	12638	1030562	879.5		845.7	913.3
Male	Non-COVID-19 deaths	2022	May	Ever vaccinated	13653	1340283	896.8		881.5	912
