"Monthly age-standardised mortality rates by vaccination status by age group by sex for all cause deaths and deaths involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"											
This worksheet contains 1 table.											
"Source: Source: Office for National Statistics, National Immunisation Management Service."											
Sex	Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Male	Deaths involving COVID-19	2021	February	70-79	"Second dose, less than 21 days ago"	<3	99	x		x	x
Male	Deaths involving COVID-19	2021	February	70-79	"Second dose, at least 21 days ago"	<3	346	x		x	x
Male	Deaths involving COVID-19	2021	February	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	80-89	Unvaccinated	1144	3667	30950.5		29155.9	32745.1
Male	Deaths involving COVID-19	2021	February	80-89	"First dose, less than 21 days ago"	279	11104	2557.0		2256.6	2857.3
Male	Deaths involving COVID-19	2021	February	80-89	"First dose, at least 21 days ago"	816	42358	1952.1		1818.0	2086.1
Male	Deaths involving COVID-19	2021	February	80-89	"Second dose, less than 21 days ago"	<3	182	x		x	x
Male	Deaths involving COVID-19	2021	February	80-89	"Second dose, at least 21 days ago"	30	9429	319.8		215.7	456.5
Male	Deaths involving COVID-19	2021	February	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	90+	Unvaccinated	471	970	48567.3		44279.5	53158.2
Male	Deaths involving COVID-19	2021	February	90+	"First dose, less than 21 days ago"	150	2064	7268.6		6151.9	8529.4
Male	Deaths involving COVID-19	2021	February	90+	"First dose, at least 21 days ago"	447	6596	6777.3		6163.5	7435.7
Male	Deaths involving COVID-19	2021	February	90+	"Second dose, less than 21 days ago"	<3	29	x		x	x
Male	Deaths involving COVID-19	2021	February	90+	"Second dose, at least 21 days ago"	14	1387	1009.1	u	551.2	1693.3
Male	Deaths involving COVID-19	2021	February	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	Unvaccinated	12	401005	3.3	u	1.7	5.7
Male	Deaths involving COVID-19	2021	March	18-39	"First dose, less than 21 days ago"	<3	25880	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	"First dose, at least 21 days ago"	<3	31742	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	"Second dose, less than 21 days ago"	<3	2582	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	"Second dose, at least 21 days ago"	<3	1065	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	Unvaccinated	28	168025	16.7		11.1	24.2
Male	Deaths involving COVID-19	2021	March	40-49	"First dose, less than 21 days ago"	<3	25684	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	"First dose, at least 21 days ago"	<3	25970	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	"Second dose, less than 21 days ago"	<3	1943	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	"Second dose, at least 21 days ago"	<3	982	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	50-59	Unvaccinated	121	121845	101.3		83.2	119.4
Male	Deaths involving COVID-19	2021	March	50-59	"First dose, less than 21 days ago"	6	86917	6.7	u	2.4	14.6
Male	Deaths involving COVID-19	2021	March	50-59	"First dose, at least 21 days ago"	27	49797	53.1		34.7	77.6
Male	Deaths involving COVID-19	2021	March	50-59	"Second dose, less than 21 days ago"	<3	2543	x		x	x
Male	Deaths involving COVID-19	2021	March	50-59	"Second dose, at least 21 days ago"	<3	1214	x		x	x
Male	Deaths involving COVID-19	2021	March	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	60-69	Unvaccinated	213	33529	855.0		727.5	982.5
Male	Deaths involving COVID-19	2021	March	60-69	"First dose, less than 21 days ago"	19	68682	33.0	u	19.1	52.7
Male	Deaths involving COVID-19	2021	March	60-69	"First dose, at least 21 days ago"	72	110861	65.7		50.7	83.5
Male	Deaths involving COVID-19	2021	March	60-69	"Second dose, less than 21 days ago"	<3	2119	x		x	x
Male	Deaths involving COVID-19	2021	March	60-69	"Second dose, at least 21 days ago"	<3	840	x		x	x
Male	Deaths involving COVID-19	2021	March	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	70-79	Unvaccinated	166	6830	2579.2		2181.7	2976.6
Male	Deaths involving COVID-19	2021	March	70-79	"First dose, less than 21 days ago"	15	3599	646.4	u	341.9	1095.3
Male	Deaths involving COVID-19	2021	March	70-79	"First dose, at least 21 days ago"	216	155640	141.5		122.6	160.4
Male	Deaths involving COVID-19	2021	March	70-79	"Second dose, less than 21 days ago"	3	3972	74.1	u	10.3	228.6
Male	Deaths involving COVID-19	2021	March	70-79	"Second dose, at least 21 days ago"	<3	684	x		x	x
Male	Deaths involving COVID-19	2021	March	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	80-89	Unvaccinated	145	2514	5776.6		4836.3	6716.8
Male	Deaths involving COVID-19	2021	March	80-89	"First dose, less than 21 days ago"	17	699	2411.8	u	1402.5	3865.1
Male	Deaths involving COVID-19	2021	March	80-89	"First dose, at least 21 days ago"	346	50065	701.6		627.6	775.7
Male	Deaths involving COVID-19	2021	March	80-89	"Second dose, less than 21 days ago"	6	9203	65.1	u	23.9	141.7
Male	Deaths involving COVID-19	2021	March	80-89	"Second dose, at least 21 days ago"	15	11421	131.3	u	73.5	216.6
Male	Deaths involving COVID-19	2021	March	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	90+	Unvaccinated	69	613	11257.1		8758.3	14246.8
Male	Deaths involving COVID-19	2021	March	90+	"First dose, less than 21 days ago"	<3	202	x		x	x
Male	Deaths involving COVID-19	2021	March	90+	"First dose, at least 21 days ago"	168	8178	2054.2		1755.3	2389.4
Male	Deaths involving COVID-19	2021	March	90+	"Second dose, less than 21 days ago"	5	1529	327.0	u	105.4	763.1
Male	Deaths involving COVID-19	2021	March	90+	"Second dose, at least 21 days ago"	10	1730	578.0	u	276.7	1063.1
Male	Deaths involving COVID-19	2021	March	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	Unvaccinated	4	362203	1.3	u	0.3	3.2
Male	Deaths involving COVID-19	2021	April	18-39	"First dose, less than 21 days ago"	<3	14696	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	"First dose, at least 21 days ago"	<3	54370	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	"Second dose, less than 21 days ago"	<3	9797	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	"Second dose, at least 21 days ago"	<3	6161	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	Unvaccinated	6	118947	4.9	u	1.8	10.7
Male	Deaths involving COVID-19	2021	April	40-49	"First dose, less than 21 days ago"	<3	30987	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	"First dose, at least 21 days ago"	<3	52919	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	"Second dose, less than 21 days ago"	<3	7345	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	"Second dose, at least 21 days ago"	<3	4737	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	50-59	Unvaccinated	21	27572	80.2		49.5	122.7
Male	Deaths involving COVID-19	2021	April	50-59	"First dose, less than 21 days ago"	3	44650	7.2	u	1.4	21.1
Male	Deaths involving COVID-19	2021	April	50-59	"First dose, at least 21 days ago"	9	163048	5.2	u	2.4	9.9
Male	Deaths involving COVID-19	2021	April	50-59	"Second dose, less than 21 days ago"	<3	12238	x		x	x
Male	Deaths involving COVID-19	2021	April	50-59	"Second dose, at least 21 days ago"	<3	6348	x		x	x
Male	Deaths involving COVID-19	2021	April	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	60-69	Unvaccinated	31	13063	242.0		163.3	344.9
Male	Deaths involving COVID-19	2021	April	60-69	"First dose, less than 21 days ago"	<3	6452	x		x	x
Male	Deaths involving COVID-19	2021	April	60-69	"First dose, at least 21 days ago"	29	163051	18.0		12.0	25.8
Male	Deaths involving COVID-19	2021	April	60-69	"Second dose, less than 21 days ago"	<3	21229	x		x	x
Male	Deaths involving COVID-19	2021	April	60-69	"Second dose, at least 21 days ago"	<3	5616	x		x	x
Male	Deaths involving COVID-19	2021	April	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	70-79	Unvaccinated	23	5536	428.1		268.7	646.1
Male	Deaths involving COVID-19	2021	April	70-79	"First dose, less than 21 days ago"	<3	491	x		x	x
Male	Deaths involving COVID-19	2021	April	70-79	"First dose, at least 21 days ago"	61	81329	86.3		65.2	111.8
Male	Deaths involving COVID-19	2021	April	70-79	"Second dose, less than 21 days ago"	4	64862	5.8	u	1.5	14.9
Male	Deaths involving COVID-19	2021	April	70-79	"Second dose, at least 21 days ago"	5	13463	32.1	u	8.7	78.4
Male	Deaths involving COVID-19	2021	April	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	80-89	Unvaccinated	26	1930	1350.6		882.2	1978.9
Male	Deaths involving COVID-19	2021	April	80-89	"First dose, less than 21 days ago"	5	174	2874.2	u	933.3	6707.5
Male	Deaths involving COVID-19	2021	April	80-89	"First dose, at least 21 days ago"	80	11078	727.1		576.5	905.0
Male	Deaths involving COVID-19	2021	April	80-89	"Second dose, less than 21 days ago"	12	27936	43.3	u	22.4	75.8
Male	Deaths involving COVID-19	2021	April	80-89	"Second dose, at least 21 days ago"	18	30500	59.0	u	35.0	93.3
Male	Deaths involving COVID-19	2021	April	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	90+	Unvaccinated	9	465	1934.0	u	882.5	3671.5
Male	Deaths involving COVID-19	2021	April	90+	"First dose, less than 21 days ago"	<3	51	x		x	x
Male	Deaths involving COVID-19	2021	April	90+	"First dose, at least 21 days ago"	35	2238	1563.8		1089.1	2175.0
Male	Deaths involving COVID-19	2021	April	90+	"Second dose, less than 21 days ago"	5	4297	116.4	u	37.5	271.5
Male	Deaths involving COVID-19	2021	April	90+	"Second dose, at least 21 days ago"	9	4888	184.1	u	84.0	349.5
Male	Deaths involving COVID-19	2021	April	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	Unvaccinated	<3	344413	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"First dose, less than 21 days ago"	<3	27118	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"First dose, at least 21 days ago"	<3	47945	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"Second dose, less than 21 days ago"	<3	20029	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"Second dose, at least 21 days ago"	<3	22455	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	Unvaccinated	<3	58157	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"First dose, less than 21 days ago"	<3	45328	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"First dose, at least 21 days ago"	<3	80942	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"Second dose, less than 21 days ago"	<3	19701	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"Second dose, at least 21 days ago"	<3	17588	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	50-59	Unvaccinated	6	25225	25.4	u	9.3	55.3
Male	Deaths involving COVID-19	2021	May	50-59	"First dose, less than 21 days ago"	<3	2189	x		x	x
Male	Deaths involving COVID-19	2021	May	50-59	"First dose, at least 21 days ago"	7	153844	4.5	u	1.8	9.3
Male	Deaths involving COVID-19	2021	May	50-59	"Second dose, less than 21 days ago"	<3	51185	x		x	x
Male	Deaths involving COVID-19	2021	May	50-59	"Second dose, at least 21 days ago"	<3	29819	x		x	x
Male	Deaths involving COVID-19	2021	May	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	60-69	Unvaccinated	16	12464	146.2	u	83.2	238.1
Male	Deaths involving COVID-19	2021	May	60-69	"First dose, less than 21 days ago"	<3	640	x		x	x
Male	Deaths involving COVID-19	2021	May	60-69	"First dose, at least 21 days ago"	15	69863	33.1	u	17.4	56.2
Male	Deaths involving COVID-19	2021	May	60-69	"Second dose, less than 21 days ago"	<3	80641	x		x	x
Male	Deaths involving COVID-19	2021	May	60-69	"Second dose, at least 21 days ago"	<3	53083	x		x	x
Male	Deaths involving COVID-19	2021	May	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	70-79	Unvaccinated	9	5358	181.7	u	81.4	347.8
Male	Deaths involving COVID-19	2021	May	70-79	"First dose, less than 21 days ago"	<3	198	x		x	x
Male	Deaths involving COVID-19	2021	May	70-79	"First dose, at least 21 days ago"	11	5362	236.3	u	113.5	429.7
Male	Deaths involving COVID-19	2021	May	70-79	"Second dose, less than 21 days ago"	7	41322	22.3	u	8.1	47.5
Male	Deaths involving COVID-19	2021	May	70-79	"Second dose, at least 21 days ago"	5	119384	4.1	u	1.3	9.6
Male	Deaths involving COVID-19	2021	May	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	80-89	Unvaccinated	8	1839	431.9	u	186.5	851.1
Male	Deaths involving COVID-19	2021	May	80-89	"First dose, less than 21 days ago"	<3	69	x		x	x
Male	Deaths involving COVID-19	2021	May	80-89	"First dose, at least 21 days ago"	21	1592	1324.9		818.8	2027.1
Male	Deaths involving COVID-19	2021	May	80-89	"Second dose, less than 21 days ago"	4	3731	110.1	u	30.0	281.8
Male	Deaths involving COVID-19	2021	May	80-89	"Second dose, at least 21 days ago"	19	66887	29.0	u	17.5	45.4
Male	Deaths involving COVID-19	2021	May	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	90+	Unvaccinated	<3	430	x		x	x
Male	Deaths involving COVID-19	2021	May	90+	"First dose, less than 21 days ago"	<3	28	x		x	x
Male	Deaths involving COVID-19	2021	May	90+	"First dose, at least 21 days ago"	4	440	909.8	u	244.8	2329.2
Male	Deaths involving COVID-19	2021	May	90+	"Second dose, less than 21 days ago"	<3	838	x		x	x
Male	Deaths involving COVID-19	2021	May	90+	"Second dose, at least 21 days ago"	7	10681	65.5	u	26.3	135.0
Male	Deaths involving COVID-19	2021	May	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	Unvaccinated	6	231219	3.3	u	1.0	7.5
Male	Deaths involving COVID-19	2021	June	18-39	"First dose, less than 21 days ago"	<3	77598	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	"First dose, at least 21 days ago"	<3	63243	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	"Second dose, less than 21 days ago"	<3	23100	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	"Second dose, at least 21 days ago"	<3	51756	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	40-49	Unvaccinated	10	37856	26.9	u	12.8	49.6
Male	Deaths involving COVID-19	2021	June	40-49	"First dose, less than 21 days ago"	<3	7730	x		x	x
Male	Deaths involving COVID-19	2021	June	40-49	"First dose, at least 21 days ago"	5	86847	5.8	u	1.9	13.5
Male	Deaths involving COVID-19	2021	June	40-49	"Second dose, less than 21 days ago"	<3	33761	x		x	x
Male	Deaths involving COVID-19	2021	June	40-49	"Second dose, at least 21 days ago"	<3	47947	x		x	x
Male	Deaths involving COVID-19	2021	June	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	50-59	Unvaccinated	8	22439	37.4	u	16.1	73.8
Male	Deaths involving COVID-19	2021	June	50-59	"First dose, less than 21 days ago"	<3	1276	x		x	x
Male	Deaths involving COVID-19	2021	June	50-59	"First dose, at least 21 days ago"	<3	29587	x		x	x
Male	Deaths involving COVID-19	2021	June	50-59	"Second dose, less than 21 days ago"	<3	83578	x		x	x
Male	Deaths involving COVID-19	2021	June	50-59	"Second dose, at least 21 days ago"	5	116905	4.0	u	1.3	9.4
Male	Deaths involving COVID-19	2021	June	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	60-69	Unvaccinated	14	11383	118.4	u	64.1	199.6
Male	Deaths involving COVID-19	2021	June	60-69	"First dose, less than 21 days ago"	<3	438	x		x	x
Male	Deaths involving COVID-19	2021	June	60-69	"First dose, at least 21 days ago"	6	6824	78.3	u	24.2	178.8
Male	Deaths involving COVID-19	2021	June	60-69	"Second dose, less than 21 days ago"	<3	31852	x		x	x
Male	Deaths involving COVID-19	2021	June	60-69	"Second dose, at least 21 days ago"	12	159509	7.6	u	3.9	13.3
Male	Deaths involving COVID-19	2021	June	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	70-79	Unvaccinated	6	4986	119.4	u	42.4	262.5
Male	Deaths involving COVID-19	2021	June	70-79	"First dose, less than 21 days ago"	<3	140	x		x	x
Male	Deaths involving COVID-19	2021	June	70-79	"First dose, at least 21 days ago"	5	1513	315.2	u	101.2	737.9
Male	Deaths involving COVID-19	2021	June	70-79	"Second dose, less than 21 days ago"	<3	1602	x		x	x
Male	Deaths involving COVID-19	2021	June	70-79	"Second dose, at least 21 days ago"	30	158293	19.3		13.0	27.6
Male	Deaths involving COVID-19	2021	June	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	80-89	Unvaccinated	5	1687	298.0	u	96.7	695.4
Male	Deaths involving COVID-19	2021	June	80-89	"First dose, less than 21 days ago"	<3	52	x		x	x
Male	Deaths involving COVID-19	2021	June	80-89	"First dose, at least 21 days ago"	10	662	1487.1	u	709.4	2740.9
Male	Deaths involving COVID-19	2021	June	80-89	"Second dose, less than 21 days ago"	<3	479	x		x	x
Male	Deaths involving COVID-19	2021	June	80-89	"Second dose, at least 21 days ago"	38	68947	55.4		39.2	76.0
Male	Deaths involving COVID-19	2021	June	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	Unvaccinated	<3	393	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	"First dose, less than 21 days ago"	<3	14	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	"First dose, at least 21 days ago"	<3	199	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	"Second dose, less than 21 days ago"	<3	127	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	"Second dose, at least 21 days ago"	19	11406	166.6	u	100.2	260.2
Male	Deaths involving COVID-19	2021	June	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	18-39	Unvaccinated	20	147231	16.8		10.1	26.2
Male	Deaths involving COVID-19	2021	July	18-39	"First dose, less than 21 days ago"	<3	53774	x		x	x
Male	Deaths involving COVID-19	2021	July	18-39	"First dose, at least 21 days ago"	<3	144380	x		x	x
Male	Deaths involving COVID-19	2021	July	18-39	"Second dose, less than 21 days ago"	<3	29812	x		x	x
Male	Deaths involving COVID-19	2021	July	18-39	"Second dose, at least 21 days ago"	5	86499	5.8	u	1.9	13.7
Male	Deaths involving COVID-19	2021	July	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	40-49	Unvaccinated	20	35556	58.6		35.6	90.8
Male	Deaths involving COVID-19	2021	July	40-49	"First dose, less than 21 days ago"	<3	2193	x		x	x
Male	Deaths involving COVID-19	2021	July	40-49	"First dose, at least 21 days ago"	4	34628	12.2	u	3.1	31.8
Male	Deaths involving COVID-19	2021	July	40-49	"Second dose, less than 21 days ago"	<3	44222	x		x	x
Male	Deaths involving COVID-19	2021	July	40-49	"Second dose, at least 21 days ago"	12	104311	11.9	u	6.1	21.0
Male	Deaths involving COVID-19	2021	July	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	50-59	Unvaccinated	39	21973	177.3		125.9	242.5
Male	Deaths involving COVID-19	2021	July	50-59	"First dose, less than 21 days ago"	<3	826	x		x	x
Male	Deaths involving COVID-19	2021	July	50-59	"First dose, at least 21 days ago"	5	6827	78.4	u	24.8	184.3
Male	Deaths involving COVID-19	2021	July	50-59	"Second dose, less than 21 days ago"	<3	8778	x		x	x
Male	Deaths involving COVID-19	2021	July	50-59	"Second dose, at least 21 days ago"	22	223793	10.0		6.3	15.2
Male	Deaths involving COVID-19	2021	July	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	60-69	Unvaccinated	41	11345	374.0		267.2	509.0
Male	Deaths involving COVID-19	2021	July	60-69	"First dose, less than 21 days ago"	<3	291	x		x	x
Male	Deaths involving COVID-19	2021	July	60-69	"First dose, at least 21 days ago"	5	2626	193.4	u	59.4	458.2
Male	Deaths involving COVID-19	2021	July	60-69	"Second dose, less than 21 days ago"	<3	1900	x		x	x
Male	Deaths involving COVID-19	2021	July	60-69	"Second dose, at least 21 days ago"	57	201141	28.6		21.7	37.1
Male	Deaths involving COVID-19	2021	July	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	70-79	Unvaccinated	34	5017	742.2		510.3	1041.9
Male	Deaths involving COVID-19	2021	July	70-79	"First dose, less than 21 days ago"	<3	98	x		x	x
Male	Deaths involving COVID-19	2021	July	70-79	"First dose, at least 21 days ago"	8	1028	795.6	u	341.0	1571.8
Male	Deaths involving COVID-19	2021	July	70-79	"Second dose, less than 21 days ago"	<3	395	x		x	x
Male	Deaths involving COVID-19	2021	July	70-79	"Second dose, at least 21 days ago"	124	165959	75.7		62.3	89.0
Male	Deaths involving COVID-19	2021	July	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	80-89	Unvaccinated	36	1684	2144.9		1502.3	2969.5
Male	Deaths involving COVID-19	2021	July	80-89	"First dose, less than 21 days ago"	<3	31	x		x	x
Male	Deaths involving COVID-19	2021	July	80-89	"First dose, at least 21 days ago"	<3	465	x		x	x
Male	Deaths involving COVID-19	2021	July	80-89	"Second dose, less than 21 days ago"	<3	152	x		x	x
Male	Deaths involving COVID-19	2021	July	80-89	"Second dose, at least 21 days ago"	167	71941	233.9		198.4	269.4
Male	Deaths involving COVID-19	2021	July	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	90+	Unvaccinated	4	392	1020.8	u	274.6	2613.4
Male	Deaths involving COVID-19	2021	July	90+	"First dose, less than 21 days ago"	<3	7	x		x	x
Male	Deaths involving COVID-19	2021	July	90+	"First dose, at least 21 days ago"	4	139	2886.0	u	776.4	7388.9
